Epoch	Time(sec)	Loss_dev	Loss_train	R2_dev	R2_train
1	8.30627812500461	486.8473262786865	471.14350414276123	-5.270905017852783	-4.655871868133545
2	16.370353458012687	90.81450855731964	345.3360177874565	-2.8891520500183105	-2.373685836791992
3	24.739780583011452	103.36741244792938	329.60315907001495	-2.5149118900299072	-2.2212507724761963
4	32.88512716701371	79.11685597896576	296.5435685515404	-1.9049780368804932	-1.6325714588165283
5	41.1940542079974	65.62728452682495	291.57467114925385	-1.1921992301940918	-0.9519944190979004
6	49.9820157920185	65.22028642892838	278.8812543153763	-1.1371686458587646	-1.0713286399841309
7	58.7134686250065	62.02840703725815	272.21576327085495	-0.8770134449005127	-0.6870317459106445
8	67.39485829201294	66.44581437110901	257.5867077112198	-0.7048228979110718	-0.5088480710983276
9	76.44107633302337	61.67700082063675	248.86474817991257	-0.7447812557220459	-0.5227326154708862
10	85.56161950001842	59.60127979516983	278.07696384191513	-0.5128315687179565	-0.3939023017883301
11	94.43528100001276	58.19115549325943	242.48197907209396	-0.5569115877151489	-0.44166040420532227
12	103.50147579199984	52.58588021993637	246.4890981912613	-0.35241198539733887	-0.24229753017425537
13	112.93180995801231	54.21470579132438	237.35546511411667	-0.11545908451080322	-0.0321505069732666
14	121.91840316701564	59.18735206127167	237.8970631957054	-0.3429654836654663	-0.236578106880188
15	130.651679875009	52.362868666648865	238.8609703183174	-0.2919207811355591	-0.2257692813873291
16	139.35670645799837	51.231528997421265	219.25575110316277	-0.4136110544204712	-0.27913057804107666
17	148.41387283301447	49.729077875614166	212.58038365840912	-0.17507922649383545	-0.04842805862426758
18	157.04357687500305	47.151556611061096	211.9928401708603	-0.3771413564682007	-0.3408184051513672
19	166.00587683302	48.36795487999916	206.1485305428505	-0.5364850759506226	-0.4519606828689575
20	174.87518945802003	49.43715190887451	217.5658636689186	-0.2532472610473633	-0.12728285789489746
21	183.61233945802087	48.000467121601105	207.16722989082336	-0.10449576377868652	-0.004893302917480469
22	192.13548279201495	41.90448960661888	190.89754992723465	-0.08097362518310547	0.014944255352020264
23	200.84305875000427	44.36328053474426	194.8364830315113	0.12020200490951538	0.19720876216888428
24	209.64670170799945	40.77419900894165	197.12198409438133	-0.08391523361206055	-0.021368861198425293
25	218.715652917017	40.45282185077667	186.43071845173836	0.15230423212051392	0.23196262121200562
26	230.16567791701527	43.21649384498596	186.4731358885765	0.11715757846832275	0.165041983127594
27	239.75591012500809	39.46255308389664	183.55451035499573	0.20520997047424316	0.23273396492004395
28	247.82002900002408	39.544075697660446	177.96517652273178	0.2502645254135132	0.2739443778991699
29	257.35711679200176	40.23325052857399	179.32768440246582	0.31724703311920166	0.3411325216293335
30	266.39874329202576	39.07019156217575	176.20285785198212	0.08851450681686401	0.15880584716796875
31	274.6720945420093	37.38874512910843	171.0437508225441	0.1296696662902832	0.16510885953903198
32	283.46395320800366	38.79217937588692	166.66879758238792	0.37702512741088867	0.4080802798271179
33	294.5712000830099	34.80215135961771	166.49704912304878	0.4423522353172302	0.45224976539611816
34	304.6491569580103	34.67374014109373	159.88488653302193	0.39395296573638916	0.40366673469543457
35	311.9923425830202	36.51380595564842	164.7778416275978	0.2847139239311218	0.33161604404449463
36	319.7293147080054	37.26676204800606	158.78551879525185	0.3842267394065857	0.4205133318901062
37	327.4282623330073	34.84997349977493	160.70029264688492	0.22996771335601807	0.27193039655685425
38	334.8599201250181	37.000972747802734	166.95292288064957	0.30755895376205444	0.3681044578552246
39	343.2122001670068	37.01920408010483	152.83482626080513	0.3702685832977295	0.39631474018096924
40	350.31404645802104	33.918265879154205	151.57605826854706	0.36088109016418457	0.38866811990737915
41	357.5882969580125	31.805915653705597	148.8852742612362	0.4739912152290344	0.49701160192489624
42	364.7954242080159	32.078610986471176	147.71743124723434	0.39704591035842896	0.44200819730758667
43	372.2155465830001	31.756427198648453	150.30387225747108	0.3167467713356018	0.3797798752784729
44	379.6469071250176	30.61829560995102	143.96689689159393	0.4737544655799866	0.5079839825630188
45	387.14159420802025	31.241119146347046	147.234764367342	0.40728121995925903	0.43469858169555664
46	394.36806262499886	30.895536601543427	144.47904601693153	0.47230833768844604	0.4938323497772217
47	402.12857050000457	29.134120151400566	139.0774463415146	0.41123491525650024	0.4349263310432434
48	409.84747525001876	30.01521474123001	137.38935139775276	0.47798609733581543	0.5097033977508545
49	416.98898945801193	30.280207946896553	135.91595393419266	0.4273079037666321	0.44310224056243896
50	424.0167067500006	29.027234703302383	133.18015691637993	0.4241824746131897	0.4674423933029175
51	430.9780072499998	28.510354846715927	135.247096657753	0.5137730836868286	0.5467819571495056
52	437.9390226670075	28.611852645874023	131.56415778398514	0.4202060103416443	0.45885908603668213
53	444.955014792009	29.755411118268967	141.25362530350685	0.3779727816581726	0.4056798815727234
54	452.01170995802386	29.41976523399353	129.4750727713108	0.48969417810440063	0.5010244846343994
55	459.2299910830043	31.09224960207939	132.51335880160332	0.33793556690216064	0.3489256501197815
56	467.0302430000156	29.26062123477459	132.45606756210327	0.5354481339454651	0.5630128383636475
57	473.9308943330252	28.41893332451582	130.27174052596092	0.3745751976966858	0.39671003818511963
58	480.7909404580132	29.249451398849487	133.05594700574875	0.508367657661438	0.5455937385559082
59	487.7846222500084	30.769622534513474	130.47800239920616	0.5805885791778564	0.6006346940994263
60	494.72779820801225	27.545386612415314	127.58353069424629	0.5673257112503052	0.586519718170166
61	501.6713144170062	30.495712757110596	124.14031228423119	0.560626745223999	0.5782158374786377
62	509.4350745830161	26.858475923538208	121.73693352937698	0.5339993238449097	0.5501909255981445
63	518.276515458012	26.867794543504715	127.55071057379246	0.43872445821762085	0.43730294704437256
64	527.3732845830091	29.006372079253197	125.14387556910515	0.5479748249053955	0.5817530751228333
65	535.8339350830065	26.175215870141983	118.38969060778618	0.5216091871261597	0.5509867668151855
66	544.1165575420018	25.303293704986572	123.44241636991501	0.4868156313896179	0.5169693231582642
67	552.406972458004	26.503919929265976	118.21062606573105	0.548964262008667	0.5776720643043518
68	562.5213674580154	25.158490777015686	117.55004900693893	0.5775237083435059	0.6127231121063232
69	569.5442035830056	26.91298758983612	117.06469115614891	0.5150997638702393	0.5371681451797485
70	576.2945413330162	25.040798723697662	113.58920365571976	0.551073431968689	0.575082004070282
71	583.2821047920152	24.702349364757538	117.09388142824173	0.5460059642791748	0.5671032667160034
72	590.0158676250139	24.864360570907593	114.73815020918846	0.6043727397918701	0.6257128715515137
73	597.1686894170125	24.784746184945107	111.49482369422913	0.531896710395813	0.5453464388847351
74	604.4166179170134	23.751376271247864	113.40747618675232	0.5685031414031982	0.5899856090545654
75	611.7678277080122	24.503540754318237	115.34678852558136	0.5812104344367981	0.6076854467391968
76	619.3274592920206	23.620336044579744	111.38252919912338	0.5520480871200562	0.5921075940132141
77	626.5918856250064	24.090619381517172	111.89527308940887	0.5872843265533447	0.6135424375534058
78	633.7944533750124	26.24181765317917	111.81090542674065	0.6049452424049377	0.6262562274932861
79	640.4949379580212	24.128616005182266	108.61122927069664	0.6170135140419006	0.6401535272598267
80	648.2266724579968	23.309627667069435	109.11969795823097	0.6268576979637146	0.6484673619270325
81	656.473974499997	23.34464479982853	108.36846193671227	0.5453062057495117	0.5726125836372375
82	664.4928711670218	25.81652793288231	108.37839601933956	0.6128755807876587	0.6357477903366089
83	672.6399799580104	23.726149290800095	102.95598004758358	0.5881436467170715	0.6033851504325867
84	681.0867117080197	23.16046412847936	105.73292475938797	0.6361376047134399	0.6576101779937744
85	688.8051105830236	22.584991112351418	102.95975996553898	0.6179432272911072	0.6468900442123413
86	696.6299915420241	23.682953059091233	104.98944482207298	0.6078788638114929	0.6351346969604492
87	704.5547253330005	23.160091541707516	103.6867697685957	0.6383113861083984	0.6574060916900635
88	712.4850374580128	24.339081972837448	105.59128288924694	0.6088407039642334	0.6257234811782837
89	720.6775145420106	23.46457052230835	105.1022688895464	0.6145001649856567	0.6461082100868225
90	728.6135817080212	22.757849663496017	101.13728551566601	0.6117374897003174	0.6273962259292603
91	737.2732045830053	23.80556532740593	99.18267257511616	0.6301934719085693	0.6451277732849121
92	745.127418707998	21.635748475790024	99.86276036500931	0.6306253671646118	0.652540922164917
93	753.2523365000088	21.77091684937477	100.89804294705391	0.6356779932975769	0.6485773324966431
94	762.1771321250126	21.87642441689968	98.26516327261925	0.6604390144348145	0.6846168637275696
95	770.4871029170172	22.797743409872055	96.40365336835384	0.6571611166000366	0.6772375106811523
96	779.3421482920239	22.128735199570656	97.76731733977795	0.6406714916229248	0.659339964389801
97	787.0504783750221	21.85729607194662	97.89813841879368	0.6351354122161865	0.660053014755249
98	794.9026718750247	21.68505620956421	97.41760967671871	0.6399580240249634	0.6680266857147217
99	803.7283928750257	22.38659030199051	96.29140266776085	0.6511504650115967	0.6757870316505432
100	812.047870792012	21.343690671026707	93.92923238873482	0.6416558027267456	0.6690921783447266
101	819.5217989580124	23.959053099155426	96.31915107369423	0.6603503227233887	0.6839601993560791
102	826.3662392499973	22.06902801990509	95.0710081756115	0.6652625799179077	0.6983460783958435
103	833.2599260420247	23.00858211517334	94.2668274641037	0.6606334447860718	0.6850621104240417
104	840.0705336670217	21.043184638023376	98.25537185370922	0.682045042514801	0.7032747268676758
105	846.860809292004	20.562667403370142	93.23724062740803	0.6726679801940918	0.702692985534668
106	853.6164122500049	20.658397674560547	92.14969098567963	0.6369505524635315	0.6680160760879517
107	860.366366125003	21.022600412368774	91.98815593123436	0.6606942415237427	0.6889392733573914
108	867.3723429170204	20.990977704524994	94.21814273297787	0.6909903287887573	0.7033020257949829
109	874.4294421250233	19.89046287536621	94.45316796004772	0.6787822246551514	0.6935286521911621
110	881.2525207920116	20.1175849288702	90.05943396687508	0.6537617444992065	0.6786048412322998
111	888.0069392500154	20.09499506559223	90.68105988204479	0.6559157371520996	0.6842272281646729
112	894.7891197920253	20.033188700675964	90.6773998439312	0.6804708242416382	0.7133439779281616
113	901.5219944580167	20.76736941933632	89.80046972632408	0.685782790184021	0.7075072526931763
114	908.374716167018	19.665921334177256	90.51890158653259	0.6822020411491394	0.6944811940193176
115	915.1320572500117	20.09899491071701	90.9021663069725	0.6990554332733154	0.7221143245697021
116	921.9667199170217	21.005229234695435	90.30749467015266	0.6846423149108887	0.7177014350891113
117	929.0250827080163	19.918636560440063	86.66166511178017	0.6677162051200867	0.6969558000564575
118	935.8446473750228	20.61868268251419	88.30486252903938	0.7061833143234253	0.7335690259933472
119	942.6348662920063	19.51930883526802	89.53392986953259	0.6861639618873596	0.7043908834457397
120	949.3836103750218	20.54646810889244	85.01784823834896	0.7244619727134705	0.740441620349884
121	956.1917119170248	19.401646465063095	87.11433064937592	0.6836786270141602	0.7011089324951172
122	962.9405361670069	19.011538609862328	85.41414584219456	0.6391850113868713	0.6775021553039551
123	969.696122125024	19.244329700246453	84.61093308031559	0.6547374129295349	0.687408447265625
124	976.4757822920219	19.17561786621809	85.24802742898464	0.7088959217071533	0.7374746203422546
