Epoch	Time(sec)	Loss_dev	Loss_train	R2_dev	R2_train
1	8.762808416999178	701.8846416473389	1609.7170116901398	-0.8774673938751221	-0.8447293043136597
2	18.9098205420014	155.98578667640686	534.076025724411	-2.3366429805755615	-2.503729820251465
3	29.86776349999127	104.2681770324707	394.9759678840637	-3.8562211990356445	-3.902761936187744
4	41.063269999984186	83.54169428348541	357.4922035932541	-4.2125043869018555	-4.191420555114746
5	52.71507050000946	78.17822271585464	337.0618691444397	-3.6226587295532227	-3.487621307373047
6	64.39460366699495	78.50871157646179	327.0441899895668	-2.6969499588012695	-2.426085948944092
7	76.87532979200478	75.75531828403473	319.163287460804	-2.9053120613098145	-2.5952274799346924
8	88.87538016701001	73.65109026432037	308.50031542778015	-2.3686976432800293	-2.0160164833068848
9	100.18790816699038	71.10507355630398	306.22739231586456	-2.395298957824707	-2.1266286373138428
10	111.14409458299633	69.25161004066467	303.2949075102806	-1.9352788925170898	-1.5936577320098877
11	122.02195045800181	67.86093081533909	291.61993712186813	-1.8959681987762451	-1.6321852207183838
12	133.17932795800152	66.27198180556297	295.86221235990524	-1.967982292175293	-1.7326996326446533
13	144.62773366700276	64.32207176089287	293.89491498470306	-2.141326427459717	-1.9818150997161865
14	155.86270195798716	68.33508718013763	281.8222050666809	-1.5986669063568115	-1.4189910888671875
15	166.75588270800654	63.470928966999054	276.60121434926987	-1.4167101383209229	-1.149536371231079
16	177.5265500000096	65.25155454874039	279.51567244529724	-1.3845312595367432	-1.1530303955078125
17	188.42913895798847	63.1859228014946	277.9263844490051	-1.169672966003418	-1.0055005550384521
18	200.25785500000347	61.97552353143692	271.20099025964737	-1.1441898345947266	-1.0395102500915527
19	212.45285379199777	63.77932405471802	268.8305819630623	-1.0740025043487549	-0.8890495300292969
20	224.1282402499928	67.87838757038116	267.1207532286644	-1.122225284576416	-0.9193916320800781
21	235.5163767079939	62.22987163066864	265.9555710554123	-0.9975020885467529	-0.7952640056610107
22	246.662991374993	59.431378081440926	260.21857184171677	-0.890427827835083	-0.7323243618011475
23	258.0689467919874	60.546288818120956	265.518450319767	-1.01521635055542	-0.8456279039382935
24	269.54191858301056	58.944617569446564	257.92570984363556	-1.0014960765838623	-0.8360229730606079
25	280.63030762498965	58.14551097154617	258.76352351903915	-1.0423386096954346	-0.8449461460113525
26	291.5834634169878	62.569268107414246	265.93489968776703	-1.1841843128204346	-0.9928133487701416
27	303.01506137498654	58.72921660542488	260.8708236813545	-0.7724047899246216	-0.6731312274932861
28	315.14287770798546	58.26990765333176	255.50588822364807	-0.8313208818435669	-0.6712541580200195
29	326.8572551670077	59.40392929315567	252.70955854654312	-0.7661505937576294	-0.6709235906600952
30	338.3301207500044	59.02168524265289	250.96483117341995	-0.8024295568466187	-0.6953121423721313
31	349.72316374999355	56.24858479201794	247.8149580359459	-0.7210053205490112	-0.593040943145752
32	361.2474917919899	58.636568784713745	252.69114112854004	-0.7736318111419678	-0.6419868469238281
33	373.23872958298307	58.14620220661163	248.17669183015823	-0.7026925086975098	-0.6267757415771484
34	384.92252654201	54.842992272228	244.13876992464066	-0.7619644403457642	-0.6422585248947144
35	396.45278262498323	55.450175344944	248.33370113372803	-0.8485753536224365	-0.7187099456787109
36	407.91219604198704	56.5235915184021	242.7575477361679	-0.6964466571807861	-0.5937285423278809
